"","x"
"그리고모든요리메뉴",-3.30063860162652
"다른데보단",-3.29962660575027
"기다리는데",-3.27637405453546
"제대에서",-3.27592505080616
"같습니다",-3.27181101473929
"대형마트에서",-3.26543950445947
"시켜왔는데요",-3.26277381391647
"저렴하다고",-3.25951559412581
"식사시간에가면",-3.24303132195892
"스쳐지나가다",-3.24248628827534
"환상적이에요",-3.2310079687459
"비추입니다",-3.22990145497325
"편해보여서",-3.22954488683725
"우연치",-3.22761955520062
"생겼다고",-3.22696372467887
"모르겠음",-3.21362966628919
"나서야",-3.21132551056693
"프라임마리스가",-3.2098479273677
"부드러움은",-3.19926189122419
"고객을",-3.1960248046732
"요리한다던데",-3.19493665920551
"선생님들과",-3.18643712162091
"친한지인들",-3.18314414496697
"사진빨",-3.18305551357517
"교동짬뽕은",-3.18259721116016
"알아먹고",-3.18198350544003
"낫습니다",-3.17686457053867
"먼저온손님들",-3.17540935012851
"실하고",-3.1739235482897
"드롭탑",-3.17364047450674
"단골집이네요",-3.1699401129846
"돈까스는",-3.14372926435456
"맛집이네요",-3.13791987562102
"물어봤더니만",-3.13784507300229
"맛있다해서",-3.1355346273107
"그러시는데",-3.13437523652601
"팍팍냄",-3.12945640951168
"추천해드려요",-3.12639687415656
"맛없을꺼라고",-3.11816664724509
"느끼해서",-3.07421078114115
"원룸에서",-3.07251872858193
"시장가셔서",-3.0640965130011
"멋대로드만요",-3.05908630372871
"한옥마을",-3.0585050434354
"모임장소로",-3.05511682607376
"만족함",-3.05470305043208
"수육이랑",-3.02646542681244
"다음도",-3.0255022182873
"고기맛에",-3.02315315742853
"별로예요",-3.02092051974814
"냄새가",-3.01763202086788
"아빠가",-3.0118330431082
"차갑기",-3.01070323081476
"굴려가며",-3.01003293504492
"포장가능한지",-3.00889481089837
"쭈꾸미",-3.00065713954713
"먹고왓는대",-2.99735233668507
"중에서는",-2.98478949711784
"놀러갔다가",-2.98334690913937
"게다가",-2.9819950386485
"친절하시던데",-2.9725780652305
"신경써주시길바래요",-2.97129857843085
"놀랍군요",-2.96612010761018
"기대어",-2.96098141795486
"최고최고",-2.95778090043402
"추천추천",-2.95184119208931
"고기질만좀",-2.94360948386094
"사모님이",-2.94035598705765
"알바생",-2.93388680572921
"결정적으로",-2.93112903688492
"멋지구요",-2.92883843192893
"받아요",-2.92405297538372
"하나없이",-2.9112056864542
"찾아가",-2.90296073741815
"먹는줄",-2.89808811594054
"이집은",-2.8912401920583
"무엇인지",-2.8881973271301
"좋았는데",-2.88689735572294
"시분시키고",-2.86104124850805
"그런식으로",-2.85937654722939
"커피집커피맛이",-2.85916551643854
"좋을것같아요",-2.85123857544429
"추천해야할거",-2.84832903870774
"입사하고싶은",-2.84821936885148
"술집이라고",-2.84427320086182
"물어보니",-2.84368574520049
"붐비지",-2.83619007090846
"비슷하지만",-2.83233902974581
"대학가의",-2.83187930312935
"캠핑온느낌낼수",-2.81391599500946
"남자친구랑",-2.80720311952128
"국물을",-2.80616136490583
"내라고",-2.79159740514874
"먹다시피하는데",-2.78967524663638
"여기만큼은",-2.78536607862768
"뭔짓을",-2.78490973554232
"소립니까",-2.78135729113745
"되지도",-2.77604027615221
"오른거",-2.77581268750637
"반반을",-2.76549692451176
"가격을",-2.75835407314488
"배고프다고",-2.75559382332934
"밑반찬들이",-2.75065854117392
"설명까지",-2.74771269299446
"아이를",-2.74752193111454
"맛집이",-2.74234094774748
"소개하셔서",-2.73942137553053
"다먹었는데",-2.73456707816741
"우리딸",-2.7306681332531
"기억이",-2.72571970510869
"소개글",-2.72150072775182
"냉채족발과",-2.71855424718386
"초심잃은",-2.70603631922386
"눈빛으로",-2.69446556147431
"만팔천원인가",-2.6916833172906
"같던데",-2.6857271554832
"강력추천",-2.68015394712568
"바라보며",-2.67792502477807
"서비스제로",-2.66748217179879
"어렸을때부터",-2.65909283249363
"카운터에서",-2.65725373723137
"술집안부럽네요",-2.65445612990524
"인간적으로",-2.65194103084724
"소리냐",-2.6462005426885
"특별한맛",-2.63828664047325
"가격에",-2.63719094368997
"여기갈땐",-2.62482541903985
"피자보다",-2.62161720950597
"비교했을",-2.60627806752141
"고향에",-2.60578717893932
"중학생이라만만했는지",-2.60124612188042
"따지로",-2.60076743523963
"놀러와서",-2.59969390746922
"일회용에",-2.59467730187339
"나오던데",-2.59301178168453
"야들야들한게",-2.59146985258747
"넣어달라고하면",-2.57321189352928
"중에는",-2.55543926478171
"끝나고갔다가",-2.55096716522074
"메밀들깨칼국수",-2.54846638807789
"맛있으니깐",-2.54354398202691
"구어놓은",-2.54255388158134
"모임하기도",-2.54245199301872
"기분이에요",-2.54154784332603
"모여서",-2.54034377003136
"발라주시고",-2.53533196922492
"짜장면",-2.53497143208407
"맛있는것",-2.52920335854546
"굉장히",-2.52899634002635
"불꺼주시면서",-2.52433096630568
"맛집인정합니당",-2.52030390596719
"물회도",-2.51895055866957
"너무많고",-2.51293436440218
"브런치만",-2.50197238825065
"먹을만한것도없고",-2.50032466536686
"잘사셔요",-2.4845455861993
"좋아하네요",-2.48435602732761
"나오고",-2.4832178216661
"먹어볼생각입니다",-2.47818841806558
"먹어보고",-2.47438434058085
"반가워해주셔서",-2.47419774195099
"잘먹고나왔네요",-2.47215416144727
"먹을만큼",-2.46750721517102
"짬뽕국물에서",-2.46004610750256
"내동생은",-2.45890528542966
"국물과",-2.45550083949363
"값이라",-2.45369604806344
"이런집은",-2.45184705397674
"당황했어요",-2.45060082665235
"좋았고",-2.44848041069269
"단속안하나요",-2.44090825900975
"내용이",-2.43486033117475
"저희집은",-2.43389792028369
"직원인지",-2.43025770517903
"피자가",-2.42759255043769
"좋아할듯싶네요",-2.42705508655798
"밑반찬이",-2.4264089293118
"배려놨군요",-2.41402614466781
"깨지는",-2.4097557831807
"있던군요",-2.40923380010417
"향긋한",-2.40607538809207
"시켜먹지마세요",-2.40363276359358
"갔답니다",-2.39442204621929
"쌓여있다며",-2.38073242267218
"주인아줌마는",-2.3798443417968
"안먹으면",-2.37911271724403
"서비스도괜찮았음",-2.37718344753417
"살짝살짝",-2.37583451507018
"들른곳이",-2.37167796762172
"기다리고",-2.36940137152279
"아깝다",-2.35960550785195
"난리납니다고기가",-2.35540202989007
"주시고",-2.34178194071408
"달달해서",-2.32780423984847
"대상으로",-2.32447821186534
"사장님아드님인지",-2.3189827818868
"맛있다고들",-2.31795568503339
"물론이거니와",-2.31711577312691
"해물도",-2.3155591279309
"치즈도",-2.31310071690915
"마늘소스와",-2.31220829475135
"불어터져있고안심들어가있는",-2.31175354432686
"양구맛집",-2.31120097144987
"수준은",-2.30927441518489
"이사온지",-2.30773549228474
"맛나더라구요",-2.30197585216319
"단백하고",-2.29640715224129
"마르고",-2.29542394954401
"이제는",-2.29229300302023
"꽝다신",-2.28902778965524
"됬네요",-2.28828312101846
"맛집갈뻔했는데",-2.28597469884636
"만족스럽게",-2.28276573585824
"별문제없었네요",-2.28260884999921
"고기집",-2.28044256988348
"있을때마다",-2.27920745828992
"못알아먹어놓곤",-2.27678651026939
"뭘먹으라는지",-2.27566312137885
"많은데간만에",-2.27179160384775
"시골인심이",-2.27065073119152
"새우튀김이",-2.26649003306099
"먹고온느낌",-2.26057269264297
"비해서",-2.25476975680652
"매운탕도",-2.25110722058769
"아깝네요",-2.24261680677026
"아니에요",-2.24260156986567
"들어간",-2.2407545595448
"묻어있고",-2.23892852915284
"서비스에서",-2.22636737711694
"여기에",-2.2242829811691
"다시다",-2.221908393167
"직원분들이",-2.22039019032223
"낙지도리아",-2.21294362861077
"곳이예요",-2.20985486273432
"그럼에도",-2.2089695402272
"먹고싶다",-2.20007402880348
"성인이상",-2.19841444278703
"미안할",-2.19839136853328
"쓰신분들은",-2.19242363807042
"적당해서",-2.18819904881741
"나왔음",-2.18573461159869
"깨끗하게만드시는지",-2.18510213987542
"넣어달라고",-2.18320317351585
"특히나",-2.18269152684983
"까매짐",-2.18036705151467
"얼큰하면서도",-2.17910104269463
"짱짱짱이에요",-2.17735674377405
"깨끗하다",-2.17404929922399
"다르더라구요",-2.17344758470596
"두툼한",-2.16689053661545
"맛잇게",-2.16125171430831
"매운거먹고",-2.1605149195235
"삼겹살이",-2.15779128302265
"훌륭합니다",-2.15323876019572
"대박입니다",-2.15284789800665
"점정도가",-2.14622037982371
"아깝지",-2.14412732829481
"실장님이",-2.14372083511283
"덕지덕지",-2.13679349012211
"소리로",-2.13607245341877
"그러고",-2.13409318128717
"주셔서",-2.13258003863236
"크림생맥주랑",-2.13002680118187
"그쪽이",-2.12967153233399
"캔콜라임",-2.12469591748381
"말투는",-2.11812677061397
"참맛을",-2.11317952243727
"비위생적으로",-2.10724033498832
"들리고",-2.10608977789876
"팍팍주세용",-2.10493880552669
"생가합니다",-2.10174075028562
"두마리",-2.10150201800526
"싱싱하다는걸",-2.0899889552793
"반찬도",-2.0804850129272
"오랜만이였네요",-2.07848340285633
"젖가락은",-2.07567181880848
"신혼여행",-2.07187828373873
"원짜리세트",-2.06660371761743
"둘이가서",-2.06422055923678
"드라마세트장",-2.06405932394303
"그대로",-2.06204713734845
"상견례",-2.05741379494657
"월남쌈인세트",-2.05541493990896
"무시하는",-2.05254035053225
"사장님사모님께서",-2.04825034606559
"부족하고",-2.04386812516838
"인기있는걸까",-2.04305535886863
"가족식사",-2.04085631246277
"자주갈수있는분들",-2.03912661756676
"손님입장에서",-2.03150793164785
"여기를",-2.02995379218599
"배고팠는데도",-2.02514949026543
"만땅이요",-2.01442281089937
"사람들의",-2.00288111440328
"시켜먹지마세용",-2.00252035949663
"샤브향",-1.99915449745327
"들떴다가",-1.99649589689235
"ㅇㅅㅇ",-1.9901149284782
"먹다보니",-1.98981671813263
"많거나",-1.98469292164612
"아스파라거스",-1.97786992826135
"놀이방이",-1.97674288171367
"배달하는",-1.96393718880135
"갔는데",-1.95845041584567
"동의합니다",-1.9552383200432
"홀에가서",-1.9524431452039
"심했다",-1.94869544817275
"됨진짜ㄱ걸어서",-1.94866392358337
"맛잇어요",-1.94685996245888
"매장관리",-1.9438737557111
"분위기는",-1.94110227757205
"맛없고",-1.93829270418979
"몇번갔는데",-1.93811111775973
"단적인",-1.93732619603763
"딸려나오는",-1.93716245205757
"무한친절에",-1.93549524921255
"최고지요",-1.92757298851231
"먹을까말까했는데",-1.92594459359171
"버블도",-1.92457142575883
"매력적입니다",-1.92302087048413
"비리다고",-1.91510692335381
"중얼거림",-1.91323822437624
"튀김도",-1.91295338170612
"아이들먹게",-1.91253008355312
"먹고나면",-1.91070201427241
"나가라는",-1.89240583768105
"찾아가볼만했음",-1.88593387963957
"싸가지",-1.87947094232154
"뽑으라고",-1.87471084414181
"설명해주시고",-1.87326220486475
"나와요",-1.87212810898227
"김밥주인입니다",-1.87151919072605
"맛있는집",-1.86772747422038
"호박식헤도",-1.85624936935625
"슈퍼도",-1.85109081120604
"또가고싶어요",-1.85052585604176
"나오는데",-1.85043861594135
"애들이",-1.84923810287336
"맛있다고소문났더라구요",-1.83150230334486
"나왔는데",-1.8280793360551
"먹기조차",-1.82740414678278
"배달아저씨가",-1.82600546257156
"만족했었습니다",-1.82530960969898
"시끌시끌한",-1.8202357700609
"맛도있구",-1.81457900614776
"난로는",-1.81226836836858
"이쁘고",-1.80967798844975
"유관상",-1.80617710350317
"널어놓고",-1.8032740569607
"매운음식이란게",-1.80187588586242
"쪼금밖에",-1.79877391781164
"무궁한",-1.79784013925275
"세군데",-1.79421367476767
"숫자로",-1.78620442073335
"송도점",-1.78223452585995
"듣던데로",-1.77684319002618
"잇습니다",-1.77452562358199
"만들어준맛이라네요",-1.77320082022422
"펼쳐진",-1.77309414084009
"많았어요",-1.77114765971521
"못하겠네요",-1.76441255165281
"널부러저있는",-1.7626681502137
"튀김옷도",-1.7622236972613
"생각나는",-1.76026022016328
"맛있지도",-1.75894023308407
"신랑하고",-1.75893894930235
"먹어본다",-1.75863044935146
"생고기라",-1.75806133606473
"맛집이라고",-1.75261342243541
"수완지구로",-1.74644009807411
"앞으론",-1.74306805897444
"좋네여",-1.74191845272857
"맛이나",-1.7409442202128
"다시는",-1.74061935614461
"정갈하고",-1.73616697322588
"없나요",-1.73600570683115
"사정을해야",-1.73087816289306
"줄서서먹은",-1.72873661315155
"까다로워지고다른",-1.72353574939666
"나가란",-1.72003272460239
"지금도",-1.71938663893599
"집들을",-1.71911719944425
"김치칼국수가",-1.71874497684998
"얼굴보구",-1.71820111639567
"다른메뉴",-1.71383398607578
"지내긴했지만",-1.70250819178015
"먹고왔습니다",-1.69999821074261
"떡이랑",-1.69924807418177
"성게맛이",-1.69562844148132
"바리스타",-1.69255861801445
"붙어있어서",-1.69252327486305
"단골집",-1.69193660431353
"떠보니",-1.68393091715029
"장미송이병원웨딩홀장례식장산부인과행사화환개업식화분사랑고백선물",-1.68188170881781
"맞아서",-1.6801066296906
"내장국밥",-1.67976648837867
"물론이고",-1.67417510913291
"차리게",-1.67113870912235
"잡아먹을",-1.66311657560279
"빵들이",-1.66050472860315
"좋아하실만한",-1.65917071447823
"하실분",-1.65093273187073
"좋았어용",-1.64818915725921
"두마리세트를",-1.64677433261098
"손님을",-1.64083465387119
"두껍고",-1.63637068271159
"먹고왔네요",-1.63547817922479
"좋더라구요",-1.63267027156842
"배달시키면",-1.63038994587542
"배불르게",-1.62740900221118
"다신안시켜먹습니다",-1.62322778298692
"이글보시고",-1.62275017321131
"싶었네요",-1.61561719856067
"본사에",-1.61532331943049
"비해선",-1.61317893626995
"적당하고",-1.61193859149404
"빵집입니다",-1.60547451242274
"여러의견들",-1.59941366537757
"기대이상도",-1.59585207145442
"두꺼운편이고",-1.59501596346261
"먹을거",-1.58804076707478
"보기엔",-1.58762952174808
"맛있었는데",-1.5797583060736
"주인장님",-1.57536145285931
"줘야하는게",-1.56878434828398
"돈주고",-1.56794546528252
"직원분들도",-1.56622538464685
"뭐가남나싶고",-1.56609452969122
"방문했다",-1.56486869412155
"하나하나",-1.56181820750061
"배달음식은",-1.56172251772427
"보셨으면",-1.56163410954467
"치즈등갈비",-1.56091375397626
"얼마전",-1.56007307746344
"다른손님응대",-1.55967249473822
"먹기엔",-1.55956483243274
"깜놀햇어요",-1.55771696486383
"음식점은",-1.55726752738352
"오리불고기는",-1.55422470519496
"앉을자리가",-1.55100514016715
"싸실때부터",-1.55042744476381
"말투로",-1.54953488968152
"샤브샤브랑",-1.54929092130033
"너무잘했어요",-1.54380404727046
"데려다",-1.54113318868555
"안하는거보다",-1.54072777488889
"살이없음",-1.54062607042705
"저녁에가야",-1.53885117687151
"제주도오면",-1.5370360176904
"매운맛",-1.53573145890317
"싶다는",-1.53077925095129
"아가씨인지",-1.52993801120586
"먹으로",-1.52556570883761
"쫀득하니",-1.52364175606614
"일년만에",-1.52184810342957
"막국수",-1.5172936884412
"맛집찾아보다",-1.51720079545454
"불친절의",-1.51557152606021
"장사로써",-1.51268911768249
"다신분들은",-1.51231968018453
"이런데가",-1.50998957868666
"늦게온",-1.5067837266124
"먹을려고",-1.50305273062974
"생겼네요",-1.49807368788431
"카페요기",-1.49325076719298
"나오는지",-1.48861817322587
"불친절",-1.48838038468875
"바삭거리고",-1.48294333656702
"에이드도맛잇고",-1.47859852724446
"핫피자",-1.47230990335017
"맛있엇어요",-1.46771105190328
"그딴식으로",-1.46757112060151
"괜찮음",-1.46734243684147
"주말엔",-1.46566276710403
"먹고있어요",-1.46498707678478
"기계로",-1.46476855328042
"일방적으로",-1.46408807251578
"시장바닥같아요",-1.46369393852545
"사람을",-1.46050353058709
"만족도",-1.45685272195945
"데리고",-1.45540005111892
"원짜리수준",-1.45503177423687
"착한곳",-1.45402670664778
"아이도",-1.45293918740291
"여자분이",-1.45208868587449
"세상에",-1.44788280441648
"한국적인",-1.44665297688472
"너무맛있어요",-1.43381342841627
"맛집검색하니",-1.432638219039
"엉망인지",-1.42995363278372
"사업성공",-1.42920509903821
"옛날보단",-1.42758454359367
"왕천파닭",-1.42588935231039
"고기집에서",-1.4222999262225
"이정도",-1.41530686525472
"모임을",-1.41298416335252
"사장이라는",-1.41016194725522
"음식들도",-1.40965365791779
"무시하고",-1.408207122234
"매장에서",-1.4041080080264
"친절해서",-1.40353120442898
"집이에요",-1.40104530880767
"별로고",-1.39872036310402
"차많이",-1.39819785435439
"기본반찬도",-1.39795975370088
"음식부터",-1.39694599147322
"울동네",-1.39692668885614
"태도가",-1.39492239729728
"뵈니까",-1.39477171161409
"탓이겠지",-1.38967453573743
"청결해서",-1.38839506339494
"착한가게는",-1.38707134869389
"이뻐요",-1.38400880856812
"식사로는",-1.38232894026026
"드라마틱하진",-1.38210912653068
"바닷장어를",-1.37584646056821
"케이크",-1.37482491987141
"맛있었구요콧물을",-1.37349892918926
"우롱하지",-1.3644029418413
"꽝이고",-1.36374200052268
"이건가",-1.36187819419506
"부재료가",-1.35924146660377
"아침이라",-1.35790145024444
"먹었으니까요",-1.35130602751789
"맥주먹다가",-1.34640992512939
"사세요",-1.34624510978339
"압승이었습니다",-1.34385542251151
"이야기잇네",-1.34187160865163
"맛있다며",-1.34161191040141
"후회하지",-1.33909689568933
"갔다가",-1.3342462540077
"가봤는데",-1.33041945085142
"빼놓지",-1.32810299299823
"불친절하네요",-1.32809664303297
"육수로",-1.32664231209328
"소주까지",-1.32613645623422
"갑자기",-1.32383450022997
"매콤한",-1.32321377015633
"월남쌈",-1.32292136061469
"생각을",-1.32270904852595
"골라먹는",-1.32159652943849
"색이다른옷을입고있는",-1.32061292769407
"달라서",-1.31495517514634
"마시는",-1.31360747373069
"치즈추가하니",-1.31329365292734
"남자친구랑갔는데",-1.3125602621267
"좋아하시는",-1.30805702813288
"담부턴",-1.30776201709531
"가기에도",-1.3069213994157
"요리조리",-1.30365765513452
"틀었다고만",-1.30049994177563
"분위기가",-1.30011779452446
"모두다",-1.29769706041283
"셋트없는게조금아쉽",-1.29742354201915
"먹어보자해서",-1.2962018380718
"어탕국수",-1.29562966631002
"먹으려다",-1.29529505063355
"장소로",-1.29522937226519
"가격때문에",-1.29498853201915
"돈까스도",-1.29271572310923
"체하겠어요",-1.29222855371513
"동네에",-1.28343569915777
"얼큰한",-1.28240032597622
"밑반찬은",-1.28096128159164
"올라서",-1.28069311562962
"대박은",-1.27361455974251
"발견한",-1.27349550608148
"매장이랑은",-1.27172234982125
"그것도",-1.26474266689899
"엄청더럽네",-1.26318992582982
"서비스는",-1.26163103341477
"모양새다",-1.26106801417143
"점장인것",-1.25981132456917
"버릴거",-1.25762188110918
"기분입니다",-1.25700420294055
"수시로",-1.25506835535152
"좋아해요",-1.2539206316122
"그린가이드로",-1.24981399435423
"깜짝놀랐음",-1.24581124345995
"공원에",-1.24293641637935
"들렸는데",-1.24288393895519
"오리고기를",-1.2398396642392
"다른곳에서",-1.23892755822091
"박일동안",-1.23779679993528
"껍질이",-1.23773103413946
"신선한",-1.23749665856194
"물으면서",-1.23588642083819
"맡반찬도",-1.23523749050879
"물어보려고",-1.23291916999115
"망미동",-1.2312046580285
"오게될거",-1.22901711778702
"못드시는",-1.22760891518685
"강화에",-1.21784222065495
"새로생긴",-1.21661875506184
"시가됬는대도",-1.21620050137238
"시키는데",-1.21238548271001
"점점떨어짐",-1.21208835082647
"뽀얀사골국물을기대한다면",-1.21085283440575
"어촌이",-1.20788776837166
"전화하면",-1.20780697257212
"생겼으면",-1.20137779099411
"빨리가져가라고",-1.20041781120562
"없네이버닷컴",-1.20010438245963
"애정가요",-1.1982807363016
"안좋은",-1.19561225673452
"스테이크",-1.19232859759516
"어딘지",-1.1922070587792
"소문나서",-1.19000367747125
"오리탕도",-1.18928018874756
"분들이",-1.18855908856798
"독특해요",-1.18839153497898
"상인은",-1.18814485463439
"닭똥집",-1.18719607943576
"잘못쓴듯",-1.18278539089495
"가격도좋구",-1.18042457971064
"이야기하기",-1.17028510300688
"기분드럽게",-1.16980651051256
"이에요",-1.16785113820885
"옛생각을",-1.16778670954499
"보내드렸더니",-1.16041769855029
"책임져",-1.1598944787822
"참았다",-1.15889170393629
"인기있는지",-1.15805404197497
"적지는",-1.1560306720287
"아파트가",-1.15580286845776
"면사리랑비벼먹음",-1.15418618377868
"찾아온",-1.15398187465858
"먹고왓습니다",-1.15284016518718
"매력있고",-1.149547712572
"테이크아웃",-1.14826957540605
"마실이네요",-1.14389282141106
"평소보다",-1.14191822023154
"무릎에",-1.13783831324089
"명일땐",-1.13770964565862
"없었네요",-1.13713854259673
"먹고가길",-1.13613426829245
"받긴하지만",-1.13536739484311
"의견에",-1.1349045445053
"불편햇어료",-1.13482535483394
"드라이브스루로",-1.13394975078491
"긁적거리며",-1.13340282333513
"어떤식으로",-1.13218016484466
"식사중",-1.12893878605529
"맛없는",-1.12891270616538
"시장통같았는데",-1.12791838959846
"좋겠습니다",-1.12520317833916
"미친듯이",-1.12458968366239
"어쩔수없다는",-1.12417073136056
"시킨음식이라",-1.12013473710264
"짜증난다",-1.11913172398974
"사다먹었는데요",-1.11860015366353
"자리로",-1.11715250407613
"반갑다",-1.11521936413675
"직원분들과",-1.11512744809321
"인테리어는",-1.1146999702359
"비도오고해서",-1.1132602998661
"사장님은",-1.10798133602633
"삶아나와서",-1.10732002280714
"실내온도",-1.10481222879325
"불친절합니다",-1.10472395274837
"뜨자마자",-1.09899783272565
"김치는",-1.09721592561865
"(Intercept)",-1.09689362832705
"시간낭비",-1.09584792847674
"브레이크타임",-1.09450192580922
"비쥬얼은",-1.09273386035722
"친절하네요",-1.09016962561509
"대체로",-1.08934233213874
"평일에",-1.08808940206455
"아무말도없이",-1.0823287272355
"먹지마",-1.08214001511294
"마시고",-1.0821332645948
"지났어도",-1.0811653618745
"술이랑",-1.07931794826754
"나와서",-1.07690447555592
"상태였구요",-1.07627274955188
"불편하더니",-1.07553821127397
"마음이아프네요",-1.07521918338575
"맛있는집을",-1.07494672713192
"오래되어서",-1.07339614188254
"맛보기",-1.07266838375349
"사장님덕분에",-1.07151460406455
"대동김밥의",-1.07136313363653
"봤는데",-1.06672777021614
"주인집",-1.0657195313458
"쓰신글",-1.06481100282719
"여자만장어구이가",-1.06191226274197
"찐만두",-1.05891760007716
"신경써서",-1.05555924928091
"곳이내요",-1.04809570575835
"안느껴졌어요",-1.04086800638343
"이동네선",-1.04036385170382
"기대안하고",-1.03762190262294
"안했는데",-1.03742251097261
"구워지는",-1.03681331221537
"비싸더라도",-1.03586881703846
"시작해서",-1.03533471958452
"할려는",-1.0349586704008
"빨리가더군요",-1.03411288302363
"허허벌판인",-1.03337126073703
"서비스보다",-1.03116321550749
"치킨때깔",-1.03046326182544
"마음을기쁘게",-1.02223848339049
"바깥에서",-1.02055359007902
"즐기는",-1.02031542896112
"정말기분나쁨",-1.01963633789247
"이왕이면",-1.01886964043801
"새우까지",-1.01803633834942
"할수잇게",-1.01747494974648
"못해습니다",-1.01376649403677
"가격이나",-1.01327930669548
"아저씨의",-1.01139995647967
"관광객들이라서",-1.01060675238101
"끊어버림",-1.00989173025451
"무엇보다도",-1.00935789686574
"알아보라고",-1.0034166471865
"먹었슴다",-1.00100127384387
"프로이상",-0.999618970214374
"문제라고",-0.997856005081404
"안나구요",-0.997215979975047
"그러지",-0.994464417764955
"진짜짜임",-0.994081375732876
"나와버렸어요",-0.99228108877105
"데리버거행사해서",-0.990349287912257
"안가겠음",-0.988036577501615
"맛있지는",-0.986807986878969
"담배피고",-0.985111720298459
"맛잇고",-0.985091328563207
"안가고싶네요",-0.984724121472488
"석갈비",-0.983974832405448
"없더군요",-0.982744400133314
"남친이랑",-0.978734195532277
"영원히",-0.975601067887337
"껍질에",-0.974989349218646
"스시웨이를",-0.970684540904014
"담에가면",-0.970241568426433
"샹ua",-0.968872135651367
"좋아요커피맛은",-0.968724660679312
"음식점에서",-0.967693664439826
"좋은거",-0.966791270594239
"말을하지",-0.966790413891387
"들어가있고",-0.965732507409719
"만두는",-0.96532413395884
"냉동으로",-0.96278103230337
"남편이",-0.962285633787482
"들어가도",-0.961820802913281
"찔끔나오고",-0.961454339118512
"시키니까요",-0.961302457457749
"쟁반국수",-0.958092177012781
"청국장비비고",-0.957864575535756
"금정산",-0.95720068530788
"싸는데",-0.95666873156661
"나참이렇게",-0.954964440221739
"하니까",-0.953700499459222
"커플들이나",-0.952997650223737
"안가야된다고",-0.952875109873499
"파인애플",-0.952738026523507
"편하게",-0.952053648899729
"여기서만",-0.951489904637056
"아닌가욤",-0.95027271295611
"콩국수중에",-0.950250956437619
"원하는거",-0.949608425397128
"빠루고",-0.948949839421079
"밑반찬도",-0.946958330538175
"여기밖에",-0.946015079692325
"순천에",-0.944506104494223
"짜장면이",-0.944357163907057
"금방만든것처럼",-0.943945463173326
"만들어줫으면",-0.941800776849083
"갓는데",-0.940287935682506
"느낌이네요",-0.939485013336143
"원짜리가",-0.939179226943876
"야경도",-0.936328238061096
"영업시간이",-0.934570572261855
"사장님이같으시면",-0.933852246654267
"피해자가",-0.933639726566923
"열심히는",-0.93326235855667
"안됩니다두번다시",-0.932030297672069
"주말에",-0.930389846674343
"내부도",-0.930364666274322
"지저분하였습니다",-0.928058230229436
"씨x씨x하고",-0.927331710114904
"소개로",-0.926530164513532
"가던가",-0.92622630077545
"오시고",-0.926105927683802
"먹을만했는데",-0.925054792046295
"맛있다고해서",-0.923866090869826
"나오냐니까",-0.920768490899932
"사장이면",-0.920431723765584
"아강발",-0.920380835595314
"커피판매하시는",-0.920010381763329
"하얘지더군요",-0.91899216197826
"말투무뚝뚝해지더니",-0.917517408859936
"대게와회",-0.91702442441968
"주차하고",-0.916887582382765
"못먹어",-0.91516676722596
"맛있어지는",-0.913511460489595
"일전에는",-0.913393254623215
"불친절하다고",-0.910974662929016
"안가게될듯",-0.90390800197549
"맵네요",-0.900701937964461
"평짜리",-0.899767771749647
"이런횟집",-0.896721255335848
"애매하더라구요",-0.89457179632994
"깰까봐",-0.893613342565024
"신청했는데요",-0.893170193021811
"너무불친절하네요",-0.89020309469415
"편이라",-0.889885635656991
"방소에",-0.888287312797903
"네월아",-0.883385690078475
"메뉴도",-0.883314620287823
"이만한곳이",-0.883295552603119
"신선하고",-0.882367783867808
"다른데는",-0.880876883272676
"좋아하고",-0.879960471150698
"분위기",-0.878191108940372
"커리를",-0.877494470774316
"나홀로메뉴",-0.875391193141331
"푸짐한",-0.874772054051976
"주문했지",-0.870489152164024
"놀러같다가",-0.869896753248758
"반개도",-0.869560418656412
"언제까지",-0.869041831788808
"다른횟집과",-0.868246854939542
"내입으로들어간다고",-0.866300914338583
"더들었어요",-0.865346598774295
"딴데다",-0.8649752174465
"때문에",-0.864806285110149
"바글바글",-0.863959041997033
"메뉴가",-0.861380876990419
"서비스가넘",-0.858969379209588
"군데에",-0.857023069292023
"실망할정도아님",-0.855604808244371
"널렸는데",-0.854743048814103
"장난하는곳입니다",-0.8529158900466
"담에또",-0.852283088108005
"층살아서",-0.852041401996748
"몇일전에",-0.849255869820786
"찾을겁니다",-0.849253723436402
"먹어볼까",-0.849111096828791
"달라고",-0.849008962333257
"입가심할",-0.848370745307131
"미소라멘은",-0.847615600602616
"알바생때문에",-0.847437861599983
"시켜야겠네요",-0.845958689085341
"전복성게미역국은",-0.845530022268884
"되돌리고",-0.844199061681219
"온적이",-0.842203549336854
"다른곳보단",-0.84172580210549
"먹으러",-0.84037286975444
"튀겨서",-0.837314757324129
"인사하는데",-0.836748298454804
"군만두주시나요라는",-0.836393719011074
"깔끔한반찬과",-0.834888814623584
"주시는",-0.834316786492412
"맛있을지몰라도",-0.83380734429607
"와주시고",-0.833346428518249
"강합니다",-0.833088475668954
"진동하네요",-0.831324084358319
"그만좀",-0.830639015930341
"새로운",-0.829500569914337
"부드러워서",-0.829445427439114
"오늘하루도",-0.828334606659382
"만드는",-0.826812809997897
